tokens,labels
"['The', 'Volcan', 'Lautaro', 'overlooked', 'an', 'expansive', 'plain', 'lined', 'with', 'encampments', 'an', 'airfield', 'small', 'ships', 'and', 'other', 'war', 'arsenal', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Leyon', 'took', 'her', 'into', 'one', 'of', 'the', 'Mercedario', 'and', 'she', 'sighed', 'at', 'the', 'blast', 'of', 'chilled', 'air', 'that', 'greeted', 'her', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Perhaps', 'being', 'out', 'here', 'in', 'the', 'Gora', 'Belukta', 'would', 'take', 'your', 'mind', 'off', 'all', 'the', 'troubles', 'you', 're', 'having', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['They', 've', 'made', 'up', 'splendid', 'packs', 'for', 'me', 'fit', 'to', 'cross', 'the', 'Bohemian', 'Minya', 'Konka', 'with', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
"['I', 'm', 'going', 'back', 'to', 'the', 'old', 'place', 'in', 'the', 'Ramelau', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
"['Outside', 'she', 'stood', 'on', 'the', 'porch', 'a', 'few', 'minutes', 'studying', 'the', 'Damavand', 'around', 'them', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']"
"['What', 'was', 'it', 'he', 'said', 'that', 'day', 'in', 'the', 'Ras', 'Dashen', '.', '.', '.', 'a', 'body', 'could', 'be', 'lost', 'in', 'those', 'hills', 'forever']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'alpine', 'meadows', 'of', 'the', 'surrounding', 'Gunung', 'Raung', 'were', 'painted', 'with', 'some', 'of', 'the', 'nation', 's', 'most', 'spectacular', 'displays', 'throughout', 'the', 'summer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thunder', 'tumbled', 'down', 'the', 'San', 'Juan', 'Mountains', 'heralding', 'the', 'arrival', 'of', 'pelting', 'rain', 'that', 'turned', 'the', 'Jeep', 'road', 'into', 'a', 'surging', 'stream', 'and', 'the', 'sky', 'to', 'an', 'ominous', 'shade', 'of', 'raven', 'black', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Uncompahgre', 'Gorge', 'a', 'deep', 'and', 'narrow', 'cut', 'in', 'the', 'rock', 'of', 'the', 'San', 'Juan', 'Mountains', 'hugged', 'in', 'its', 'confines', 'a', 'river', 'of', 'the', 'same', 'name', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['She', 'stood', 'before', 'the', 'panoramic', 'window', 'of', 'his', 'lair', 'gazing', 'at', 'snowfall', 'so', 'thick', 'it', 'hid', 'the', 'nearby', 'Minya', 'Konka', 'from', 'sight', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
"['It', 'lies', 'in', 'the', 'Satpura', 'Gyalha', 'Peri', 'south', 'of', 'the', 'Nerbudda', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
"['Tree', 'ferns', 'are', 'found', 'on', 'the', 'Sauyr', 'Zhotasy', 'above', '4000', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
"['Maybe', 'Nick', 'and', 'Angela', 'would', 'like', 'to', 'go', 'with', 'her', 'to', 'visit', 'the', 'old', 'place', 'in', 'the', 'Kinabalu', 'after', 'she', 'graduated', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
"['Things', 'were', 'getting', 'complicated', 'here', 'and', 'the', 'Tirich', 'Mir', 'were', 'calling', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
"['The', 'distant', 'beat', 'of', 'a', 'helicopter', 's', 'wings', 'drew', 'closer', 'as', 'they', 'raced', 'away', 'from', 'the', 'Gunung', 'Slamet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['They', 'were', 'at', 'another', 'discreet', 'location', 'this', 'one', 'nestled', 'between', 'the', 'peaks', 'of', 'two', 'Gunung', 'Lawu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['Westlake', 'was', 'once', 'again', 'off', 'photographing', 'the', 'Dawkins', 'in', 'independent', 'pairs', 'Jeeping', 'somewhere', 'in', 'the', 'Mount', 'Kenya', 'probably', 'spying', 'on', 'one', 'another', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There', 'good', 'citizens', 'is', 'the', 'result', 'of', 'a', 'wasted', 'day', 'in', 'the', 'Mount', 'Wilhelm', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['The', 'town', 'had', 'sure', 'changed', 'in', 'all', 'the', 'time', 'I', 'was', 'away', 'but', 'not', 'these', 'Tirich', 'Mir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['The', 'couple', 'strolled', 'down', 'Seventh', 'Street', 'to', 'the', 'bridge', 'that', 'crossed', 'the', 'Uncompahgre', 'River', 'as', 'it', 'spilled', 'its', 'way', 'down', 'from', 'the', 'Volcan', 'Lautaro', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['While', 'there', 'remained', 'much', 'of', 'the', 'afternoon', 'the', 'shortened', 'days', 'of', 'winter', 'dipped', 'the', 'sun', 'below', 'the', 'towering', 'Kinabalu', 'as', 'the', 'tired', 'couple', 'finished', 'the', 'loop', 'returned', 'to', 'their', 'jeep', 'and', 'left', 'for', 'home', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Gunung', 'Rinjani', 'haven', 't', 'changed', 'and', 'there', 'are', 'a', 'lot', 'of', 'buildings', 'still', 'standing', 'from', 'the', 'last', 'century', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['No', '.', 'It', 's', 'a', 'tour', 'like', 'the', 'one', 'I', 'm', 'signed', 'up', 'for', 'in', 'Iowa', 'only', 'this', 'one', 'is', 'in', 'the', 'Colorado', 'Tajumulco', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
"['On', 'Mountains', 'Much', 'Seems', 'To', 'Depend', 'On', 'Whether', 'There', 'Are', 'Rising', 'Or', 'Falling', 'Air', 'Currents', 'And', 'Results', 'From', 'A', 'Single', 'Season', 'May', 'Not', 'Be', 'Fairly', 'Representative', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Its', 'safety', 'also', 'was', 'secured', 'by', 'the', 'barrier', 'of', 'rugged', 'Citlaltepetl', '7000', 'to', '8000', 'ft', '.', 'which', 'separates', 'its', 'district', 'from', 'the', 'rest', 'of', 'Asia', 'Minor', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'of', 'its', 'native', 'Christian', 'defenders', 'emigrated', 'to', 'Dalmatia', 'and', 'Italy', 'others', 'took', 'refuge', 'in', 'the', 'Dhaulagiri', 'I', 'with', 'the', 'Roman', 'Catholic', 'Ghegs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'city', 'stands', 'on', 'a', 'hill', 'separated', 'by', 'a', 'little', 'plain', 'from', 'the', 'harbour', 'towards', 'the', 'north', 'and', 'east', 'it', 'communicates', 'with', 'a', 'fertile', 'valley', 'on', 'the', 'south', 'and', 'west', 'it', 'is', 'hemmed', 'in', 'by', 'high', 'Batura', 'Sar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['These', 'animals', 'also', 'occur', 'in', 'the', 'desert', 'district', 'south', 'of', 'the', 'Tarim', 'but', 'are', 'most', 'abundant', 'in', 'the', 'deserts', 'and', 'Nanga', 'Parbat', 'to', 'the', 'southward', 'of', 'Kuruktagh', 'where', 'there', 'are', 'a', 'few', 'brackish', 'water', 'pools', 'and', 'are', 'also', 'common', 'in', 'the', 'barren', 'Nanga', 'Parbat', 'between', 'Kuruktagh', 'and', 'Choetagh', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
"['William', 'Gilpin', 'who', 'is', 'so', 'admirable', 'in', 'all', 'that', 'relates', 'to', 'landscapes', 'and', 'usually', 'so', 'correct', 'standing', 'at', 'the', 'head', 'of', 'Loch', 'Fyne', 'in', 'Scotland', 'which', 'he', 'describes', 'as', 'a', 'bay', 'of', 'salt', 'water', 'sixty', 'or', 'seventy', 'fathoms', 'deep', 'four', 'miles', 'in', 'breadth', 'and', 'about', 'fifty', 'miles', 'long', 'surrounded', 'by', 'Ras', 'Dashen', 'observes', 'If', 'we', 'could', 'have', 'seen', 'it', 'immediately', 'after', 'the', 'diluvian', 'crash', 'or', 'whatever', 'convulsion', 'of', 'nature', 'occasioned', 'it', 'before', 'the', 'waters', 'gushed', 'in', 'what', 'a', 'horrid', 'chasm', 'must', 'it', 'have', 'appeared']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'city', 'lies', 'where', 'the', 'desert', 'meets', 'the', 'Yulong', 'Xueshan', 'with', 'many', 'hiking', 'mountain', 'biking', 'golfing', 'and', 'river', 'rafting', 'opportunities', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There', 'was', 'a', 'serious', 'accident', 'last', 'night', 'and', 'the', 'sheriff', 's', 'deputy', 'was', 'unable', 'to', 'raise', 'help', 'when', 'she', 'called', 'from', 'the', 'Mount', 'Waddington', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['She', 'continued', 'up', 'Seventh', 'Street', 'and', 'turned', 'south', 'on', 'Main', 'and', 'drove', 'toward', 'the', 'Shiveluch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
"['The', 'night', 'air', 'of', 'spring', 'was', 'chilly', 'in', 'the', 'Minya', 'Konka', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['They', 'continued', 'up', 'a', 'winding', 'path', 'toward', 'the', 'top', 'of', 'the', 'lowest', 'of', 'the', 'Batura', 'Sar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['After', 'dressing', 'in', 'double', 'sweaters', 'wool', 'knickers', 'and', 'stockings', 'they', 'racked', 'their', 'skis', 'atop', 'their', 'jeep', 'and', 'drove', 'south', 'from', 'town', 'into', 'the', 'Cerro', 'Chirripo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['There', 'were', 'a', 'number', 'of', 'different', 'routes', 'but', 'the', 'Deans', 'chose', 'the', 'two', 'mile', 'town', 'site', 'loop', 'a', 'nearly', 'flat', 'path', 'that', 'first', 'traversed', 'a', 'scented', 'pine', 'forest', 'and', 'then', 'opened', 'to', 'a', 'spectacular', 'view', 'of', 'the', 'surrounding', 'Mount', 'Hayes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['Ryland', 'worked', 'for', 'the', 'National', 'Forest', 'Service', 'and', 'regaled', 'Donnie', 'with', 'tales', 'of', 'the', 'outdoor', 'splendors', 'of', 'the', 'Colorado', 'Mount', 'Erebus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['He', 'approached', 'what', 'had', 'been', 'one', 'of', 'many', 'former', 'safe', 'houses', 'belonging', 'to', 'the', 'White', 'God', 'near', 'the', 'base', 'of', 'the', 'Tucson', 'Mountains', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['He', 'felt', 'most', 'comfortable', 'in', 'the', 'outdoors', 'but', 'who', 'could', 'earn', 'a', 'living', 'tromping', 'through', 'the', 'San', 'Lorenzo']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN']"
"['Hopefully', 'there', 'was', 'another', 'route', 'out', 'of', 'the', 'Mount', 'Ararat', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['Sure', 'his', 'experience', 'was', 'the', 'result', 'of', 'years', 'in', 'the', 'Arizona', 'Piton', 'de', 'Neiges', 'but', 'let', 'him', 'try', 'to', 'find', 'his', 'way', 'around', 'Los', 'Angeles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'm', 'thinking', 'about', 'buying', 'a', 'house', 'in', 'the', 'Emi', 'Koussi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['She', 'stood', 'in', 'the', 'center', 'of', 'what', 'looked', 'like', 'a', 'ski', 'lodge', 'with', 'one', 'massive', 'wall', 'of', 'windows', 'overlooking', 'the', 'Volcan', 'Lautaro', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['The', 'surrounding', 'Mount', 'Cook', 'are', 'lofty', 'and', 'rugged', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
"['Summer', 'Observations', 'On', 'Mountains', 'Have', 'Shown', 'Diurnal', 'Variations', 'Very', 'Large', 'And', 'Fairly', 'Regular', 'But', 'Widely', 'Different', 'From', 'Those', 'Observed', 'At', 'Lower', 'Levels', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['At', 'several', 'stations', 'enjoying', 'a', 'wide', 'prospect', 'the', 'dissipation', 'has', 'been', 'observed', 'to', 'be', 'specially', 'high', 'on', 'days', 'of', 'great', 'visibility', 'when', 'distant', 'Mount', 'Stephenson', 'can', 'be', 'recognized', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
"['The', 'hour', 'of', 'maximum', 'is', 'earlier', 'for', 'the', 'Pico', 'Basile', 'thunder', 'being', 'more', 'frequent', 'there', 'than', 'in', 'the', 'plains', 'between', '8', 'A', '.', 'M', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'area', 'of', 'the', 'Newer', 'Appalachian', 'Mountains', 'the', 'eastern', 'Panhandle', 'region', 'has', 'a', 'forest', 'similar', 'to', 'that', 'of', 'the', 'plateau', 'district', 'but', 'between', 'these', 'two', 'areas', 'of', 'hardwood', 'there', 'is', 'a', 'long', 'belt', 'where', 'spruce', 'and', 'white', 'pine', 'cover', 'the', 'mountain', 'ridges', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Precipitation', 'is', 'greatest', 'in', 'the', 'Rantemario', 'over', '50', 'in', '.', 'and', 'least', 'over', 'the', 'Ohio', 'Valley', 'the', 'eastern', 'Panhandle', 'and', 'the', 'extreme', 'south', 'east', '35', 'to', '40', 'in', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'settlers', 'crossed', 'the', 'Piton', 'de', 'Neiges', 'after', '1750', 'though', 'they', 'were', 'somewhat', 'hindered', 'by', 'Indian', 'depredations', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', '1', '774', 'the', 'governor', 'of', 'Virginia', 'Lord', 'Dunmore', 'himself', 'led', 'a', 'force', 'over', 'the', 'Cristobal', 'Colon', 'and', 'a', 'body', 'of', 'militia', 'under', 'General', 'Andrew', 'Lewis', 'dealt', 'the', 'Shawnee', 'Indians', 'under', 'Cornstalk', 'a', 'crushing', 'blow', 'at', 'Point', 'Pleasant', 'at', 'the', 'junction', 'of', 'the', 'Kanawha', 'and', 'the', 'Ohio', 'rivers', 'but', 'Indian', 'attacks', 'continued', 'until', 'after', 'the', 'War', 'of', 'Independence', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
